Tweet,preprocessed,tokenizing,polarity_score,polarity
Ada pengguna @lrtjabodebek mau ke Bundaran Senayan. Masak sih harus berhenti di stasiun Dukuh Atas. Kan bisa turun di stasiun BNN  Ciliwung Cikoko atau Pancoran baru ganti moda transportasi @PT_Transjakarta untuk menuju Bundaran Senayan. Aya-aya wae.,guna bundar senayan masak sih henti stasiun dukuh turun stasiun badan narkotika nasional ciliwung cikoko pancoran ganti moda transportasi bundar senayan ada ada saja,"['guna', 'bundar', 'senayan', 'masak', 'sih', 'henti', 'stasiun', 'dukuh', 'turun', 'stasiun', 'badan', 'narkotika', 'nasional', 'ciliwung', 'cikoko', 'pancoran', 'ganti', 'moda', 'transportasi', 'bundar', 'senayan', 'ada', 'ada', 'saja']",-13,negative
@pitteaa @jalur5_ @lrtjabodebek pas liat merk eskalatornya.. yiah dia lagi,pas lihat merek eskalator yiah,"['pas', 'lihat', 'merek', 'eskalator', 'yiah']",6,positive
@siqtom @jalur5_ @lrtjabodebek kalo sengaja dimatiin untuk apa?🥲 ini lagi padet loh banyak orang yg sengaja weekendnya ngajak keluarga buat naik transportasi umum padahal,kalau sengaja dimatiin sedih padat lah orang yang sengaja weekendnya ajak keluarga transportasi,"['kalau', 'sengaja', 'dimatiin', 'sedih', 'padat', 'lah', 'orang', 'yang', 'sengaja', 'weekendnya', 'ajak', 'keluarga', 'transportasi']",-13,negative
@JunizarT @jalur5_ @lrtjabodebek Masalahnya ahli transportasi aja kagak pake itu transportasi publik. Yg ngalamin transformasi kereta kan masyarakat kaya kita ini. Mana ada mrk ngalamin naik kereta kaya dipindang.  🤣🤣,ahli transportasi saja tidak pakai transportasi publik yang alami transformasi kereta masyarakat kayak mereka alami kereta kayak pindang tawa lucutawa lucu,"['ahli', 'transportasi', 'saja', 'tidak', 'pakai', 'transportasi', 'publik', 'yang', 'alami', 'transformasi', 'kereta', 'masyarakat', 'kayak', 'mereka', 'alami', 'kereta', 'kayak', 'pindang', 'tawa', 'lucutawa', 'lucu']",-32,negative
@valent_nico @jalur5_ @lrtjabodebek yaudah sih namanya juga baru pertama...loe benci banget sama karya anak bangsa,ya sudah sih nama kamu benci banget karya anak bangsa,"['ya', 'sudah', 'sih', 'nama', 'kamu', 'benci', 'banget', 'karya', 'anak', 'bangsa']",3,positive
@jalur5_ @lrtjabodebek Hari ini aman2 aj kan? Gk ada gangguan?,aman saja tidak ganggu,"['aman', 'saja', 'tidak', 'ganggu']",-12,negative
@pitteaa @jalur5_ @lrtjabodebek Eskalator rusak ato sengaja dimatiin nder?,eskalator rusak atau sengaja dimatiin nder,"['eskalator', 'rusak', 'atau', 'sengaja', 'dimatiin', 'nder']",-3,negative
Perjalanan @lrtjabodebek Ciracas - Dukuh Atas tadi sore (berangkat Ciracas 15.18 sampai dukuh atas 16.03). TS07 dengan masinis penumpang ramai. Keluhan hanya di pengereman yg masih kasar sisanya acceptable.   Side note: kepentok pintu krn tinggi saya 180cm.  @jalur5_ https://t.co/gf6PN82qVJ,jalan ciracas dukuh sore berangkat ciracas dukuh thread starter masinis tumpang ramai keluh rem yang kasar sisa acceptable side note tok pintu karena cuma,"['jalan', 'ciracas', 'dukuh', 'sore', 'berangkat', 'ciracas', 'dukuh', 'thread', 'starter', 'masinis', 'tumpang', 'ramai', 'keluh', 'rem', 'yang', 'kasar', 'sisa', 'acceptable', 'side', 'note', 'tok', 'pintu', 'karena', 'cuma']",-26,negative
@lrtjabodebek hi min. Rute dari bekasi barat ke lebak bulus gimana ya?,hi min rute bekas barat lebak bulus bagaimana ya,"['hi', 'min', 'rute', 'bekas', 'barat', 'lebak', 'bulus', 'bagaimana', 'ya']",-5,negative
@jalur5_ @lrtjabodebek Meskipun ada ahli transportasi umum menghimbau masyarakat tidak naik lrt semasa belum siap tapi masyarakat Jakarta adalah masyarakat pemberani dan percaya pada pemerintah,ahli transportasi imbau masyarakat light rail transit masyarakat jakarta masyarakat berani percaya perintah,"['ahli', 'transportasi', 'imbau', 'masyarakat', 'light', 'rail', 'transit', 'masyarakat', 'jakarta', 'masyarakat', 'berani', 'percaya', 'perintah']",2,positive
Min @PT_Transjakarta aktifin lagi dong 4K rute dimodif gapapa yg penting kalo mau ke @lrtjabodebek gaperlu transit Cawang UKI/BKN 🙏🙏,min aktifin k rute dimodif tidak apa apa yang kalau gaperlu transit cawang uki bukan maafmaaf,"['min', 'aktifin', 'k', 'rute', 'dimodif', 'tidak', 'apa', 'apa', 'yang', 'kalau', 'gaperlu', 'transit', 'cawang', 'uki', 'bukan', 'maafmaaf']",-22,negative
@NurRnurhakim87 @CommuterLine @KAI121 @lrtjabodebek kalau kmt krl sprtinya bisa bg,kmt kereta listrik seperti bagi,"['kmt', 'kereta', 'listrik', 'seperti', 'bagi']",-7,negative
@lrtjabodebek Congratulations to everyone behind @lrtjabodebek #LRTJabodebek for making this happened after all the drama. Semoga semua kritik saran &amp  masukan selama masa uji coba ini ditindaklanjuti sehingga nanti bisa beroperasional penuh dgn baik. Ditunggu fase 2-nya!   *pic hanya pemanis https://t.co/rl4hIdhnCm,congratulations to everyone behind lrtjabodebek for making this happened after all the drama moga kritik saran amp masuk uji coba ditindaklanjuti operasional penuh dengan tunggu fase nya pic man,"['congratulations', 'to', 'everyone', 'behind', 'lrtjabodebek', 'for', 'making', 'this', 'happened', 'after', 'all', 'the', 'drama', 'moga', 'kritik', 'saran', 'amp', 'masuk', 'uji', 'coba', 'ditindaklanjuti', 'operasional', 'penuh', 'dengan', 'tunggu', 'fase', 'nya', 'pic', 'man']",-9,negative
Kartu krl dan emoney mandiri bisa isi ulang distasiun LRT gx?????????? @CommuterLine  @KAI121  @lrtjabodebek,kartu kereta listrik emoney mandiri isi ulang stasiun light rail transit tidak,"['kartu', 'kereta', 'listrik', 'emoney', 'mandiri', 'isi', 'ulang', 'stasiun', 'light', 'rail', 'transit', 'tidak']",-15,negative
@lrtjabodebek dr percobaan hari ini gw gak ada masalah soal kecepatan #LRTJabodebek @lrtjabodebek tp paling ada kyk berhenti nunggu gitu di arah stasiun TMII. sisanya ok.  sbg gambaran: video kiri kecepatan rata2 video kanan kecepatan paling lambat (setiabudi - dukuh atas sekitar 2 menit) https://t.co/sKgPRPJv0I,dari coba gue tidak cepat lrtjabodebek tetapi kayak henti tunggu begitu arah stasiun taman mini indonesia indah sisa oke bagai gambar video kiri cepat video kanan cepat lambat setiabudi dukuh menit,"['dari', 'coba', 'gue', 'tidak', 'cepat', 'lrtjabodebek', 'tetapi', 'kayak', 'henti', 'tunggu', 'begitu', 'arah', 'stasiun', 'taman', 'mini', 'indonesia', 'indah', 'sisa', 'oke', 'bagai', 'gambar', 'video', 'kiri', 'cepat', 'video', 'kanan', 'cepat', 'lambat', 'setiabudi', 'dukuh', 'menit']",-21,negative
dari pengalaman gw nyoba #LRTJabodebek @lrtjabodebek hari ini ada hal yg kurang jg:   - sistem pengereman masih lmyn membahayakan (kyk gak halus gitu)  - proses turun angkut penumpang sblm stasiun cawang ntah knp lama  - di cibubur bnyk yg parkir sembarangan depan stasiun 🫠 https://t.co/QGjRktx1eq,alam gue coba lrtjabodebek yang juga sistem rem lumayan bahaya kayak tidak halus begitu proses turun angkut tumpang belum stasiun cawang entah kenapa cibubur banyak yang parkir sembarang stasiun,"['alam', 'gue', 'coba', 'lrtjabodebek', 'yang', 'juga', 'sistem', 'rem', 'lumayan', 'bahaya', 'kayak', 'tidak', 'halus', 'begitu', 'proses', 'turun', 'angkut', 'tumpang', 'belum', 'stasiun', 'cawang', 'entah', 'kenapa', 'cibubur', 'banyak', 'yang', 'parkir', 'sembarang', 'stasiun']",-37,negative
Hari ini nyobain LRT Jabodebek dari Jati Bening ke Kuningan jam 3. Waktu tempuh sekitar 30 menit. Notesnya : 1. Hemat waktu bgt pake ini. 2. Rame warga liburan buat nyoba LRT @lrtjabodebek https://t.co/RaKLZc4wKz,coba light rail transit jabodebek jati bening kuningan jam tempuh menit notes hemat banget pakai ramai warga libur coba light rail transit,"['coba', 'light', 'rail', 'transit', 'jabodebek', 'jati', 'bening', 'kuningan', 'jam', 'tempuh', 'menit', 'notes', 'hemat', 'banget', 'pakai', 'ramai', 'warga', 'libur', 'coba', 'light', 'rail', 'transit']",0,neutral
@lrtjabodebek LRT terakhir dari cawang ke harjamukti hari ini jam brp min?,light rail transit cawang harjamukti jam berapa min,"['light', 'rail', 'transit', 'cawang', 'harjamukti', 'jam', 'berapa', 'min']",0,neutral
akhirnya hari ini nyobain @lrtjabodebek line cibubur dan untuk masa uji coba (setelah hari ke sekian) udh oke sih.   what’s good:  + headway hari ini udh jelas gw nunggu gak sampai 20 menit baik di harjamukti/dukuh atas  + petugas stasiun informatif  + fasilitas stasiun yg layak https://t.co/eMOEgmr9WN,coba line cibubur uji coba sekian sudah oke sih apa si good headway sudah gue tunggu tidak menit harjamukti dukuh tugas stasiun informatif fasilitas stasiun yang layak,"['coba', 'line', 'cibubur', 'uji', 'coba', 'sekian', 'sudah', 'oke', 'sih', 'apa', 'si', 'good', 'headway', 'sudah', 'gue', 'tunggu', 'tidak', 'menit', 'harjamukti', 'dukuh', 'tugas', 'stasiun', 'informatif', 'fasilitas', 'stasiun', 'yang', 'layak']",-7,negative
@jalur5_ @lrtjabodebek eskalatornya mati semua sialandd eskalator integrasi dari stasiun sudirman ke jpm nya mati eskalator dari jpm ke stasiun lrt nya mati juga. kasian lansia sama ibu bawa bayi yg pada antusias buat naik lrt tapi fasilitasnya jelek banget https://t.co/SuTYjx3bYH,eskalator mati sialandd eskalator integrasi stasiun sudirman jpm nya mati eskalator jpm stasiun light rail transit nya mati kasihan lanjut usia bawa bayi yang antusias light rail transit fasilitas jelek banget,"['eskalator', 'mati', 'sialandd', 'eskalator', 'integrasi', 'stasiun', 'sudirman', 'jpm', 'nya', 'mati', 'eskalator', 'jpm', 'stasiun', 'light', 'rail', 'transit', 'nya', 'mati', 'kasihan', 'lanjut', 'usia', 'bawa', 'bayi', 'yang', 'antusias', 'light', 'rail', 'transit', 'fasilitas', 'jelek', 'banget']",-20,negative
@jalur5_ @lrtjabodebek Ada yang tamasya sambil makan nasi padang sekeluarga ( lagi ) kah?,tamasya makan nasi padang keluarga kah,"['tamasya', 'makan', 'nasi', 'padang', 'keluarga', 'kah']",3,positive
@ari_aditya @lrtjabodebek Nah iyah ini min saya juga butuh info besok kan hari Minggu mau cobain LRT,ya min butuh info besok minggu coba light rail transit,"['ya', 'min', 'butuh', 'info', 'besok', 'minggu', 'coba', 'light', 'rail', 'transit']",-7,negative
@jalur5_ @lrtjabodebek Ada kendala apa Hari ini min ?,kendala min,"['kendala', 'min']",0,neutral
@jalur5_ @lrtjabodebek Banyak yang jual makanan 😋,jual makan lezat,"['jual', 'makan', 'lezat']",6,positive
@jhonvp Halo kak selamat siang. Kami adalah operator LRT Jakarta yang melayani rute dari Stasiun Pegangsaan Dua hingga Velodrome yang berbeda dengan LRT Jabodebek. Terkait hal tersebut dapat langsung dikonfirmasi melalui akun sosial media @lrtjabodebek  ya kak. Terima kasih🙂,halo kak selamat siang operator light rail transit jakarta layan rute stasiun gangsa velodrome beda light rail transit jabodebek kait langsung konfirmasi akun sosial media ya kak terima kasihsenyum,"['halo', 'kak', 'selamat', 'siang', 'operator', 'light', 'rail', 'transit', 'jakarta', 'layan', 'rute', 'stasiun', 'gangsa', 'velodrome', 'beda', 'light', 'rail', 'transit', 'jabodebek', 'kait', 'langsung', 'konfirmasi', 'akun', 'sosial', 'media', 'ya', 'kak', 'terima', 'kasihsenyum']",15,positive
@jalur5_ @lrtjabodebek Semoga aman² aja karena banyak anak²,moga aman saja anak,"['moga', 'aman', 'saja', 'anak']",-2,negative
Sabtu (2/9) siang ini situasi penumpang di Stasiun LRT Dukuh Atas yang sedang antusias mencoba LRT Jabodebek setelah diresmikan pada hari senin yang lalu.  📸: Mimin TM05  @lrtjabodebek https://t.co/mDlnIa77FL,sabtu siang situasi tumpang stasiun light rail transit dukuh antusias coba light rail transit jabodebek resmi senin foto admin tm,"['sabtu', 'siang', 'situasi', 'tumpang', 'stasiun', 'light', 'rail', 'transit', 'dukuh', 'antusias', 'coba', 'light', 'rail', 'transit', 'jabodebek', 'resmi', 'senin', 'foto', 'admin', 'tm']",5,positive
"@lrtjabodebek Coba di review lg min soal parking utk ojol2 yg drop off/pickup di kawasan LRT City Jatimulya. Kalo bisa mah ada free parking utk yg drop off/pickup aja. 10 menit free parking jg udh cukup kok. Jalan kedepannya berasa jg udh capek pulang kerja masih harus jalan jauh kedepan :)""",coba review lagi min parking untuk ojek online yang drop off pickup kawasan light rail transit city jatimulya kalau adalah free parking untuk yang drop off pickup saja menit free parking juga sudah jalan depan asa juga sudah cape pulang kerja jalan ke depan senyum,"['coba', 'review', 'lagi', 'min', 'parking', 'untuk', 'ojek', 'online', 'yang', 'drop', 'off', 'pickup', 'kawasan', 'light', 'rail', 'transit', 'city', 'jatimulya', 'kalau', 'adalah', 'free', 'parking', 'untuk', 'yang', 'drop', 'off', 'pickup', 'saja', 'menit', 'free', 'parking', 'juga', 'sudah', 'jalan', 'depan', 'asa', 'juga', 'sudah', 'cape', 'pulang', 'kerja', 'jalan', 'ke', 'depan', 'senyum']",-16,negative
Kenapa tiap kali akan masuk station jalannya pelan tp ngeremnya bar-bar 😤 @lrtjabodebek,kali masuk station jalan pelan tetapi ngeremnya bar bar kesal,"['kali', 'masuk', 'station', 'jalan', 'pelan', 'tetapi', 'ngeremnya', 'bar', 'bar', 'kesal']",-1,negative
@jalur5_ @lrtjabodebek Ramainya perpindahan orang yg biasa naik Tj premium,ramai pindah orang yang tj premium,"['ramai', 'pindah', 'orang', 'yang', 'tj', 'premium']",-7,negative
@lrtjabodebek min anak usia di bawah 3 tahun tinggi badan 93cm apakah sudah berbayar naik lrt?,min anak usia badan cuma bayar light rail transit,"['min', 'anak', 'usia', 'badan', 'cuma', 'bayar', 'light', 'rail', 'transit']",-8,negative
Pertama kali naik sama @lrtjabodebek https://t.co/0CKneSSeHa,kali,['kali'],0,neutral
@ninuw_ninuw @jalur5_ @lrtjabodebek Iya jg si ya coba nanti kalo udh harga normal tp masi kaya bgini...wah...siap2 aja dimakiin sama pengguna. Dan mereka hrs trima itu si harga mahal cuyy...user expect the best lah...,iya juga sih ya coba kalau sudah harga normal tetapi masih kayak begini saja dimakiin guna harus terima sih harga mahal coy guna expect the best,"['iya', 'juga', 'sih', 'ya', 'coba', 'kalau', 'sudah', 'harga', 'normal', 'tetapi', 'masih', 'kayak', 'begini', 'saja', 'dimakiin', 'guna', 'harus', 'terima', 'sih', 'harga', 'mahal', 'coy', 'guna', 'expect', 'the', 'best']",1,positive
@jalur5_ @lrtjabodebek rame nya apa mgkn karena masih tarif promo min? klo udah normal masih kek gini ga ya kira2,ramai nya mungkin tarif promo min kalau sudah normal kayak begini tidak ya,"['ramai', 'nya', 'mungkin', 'tarif', 'promo', 'min', 'kalau', 'sudah', 'normal', 'kayak', 'begini', 'tidak', 'ya']",-8,negative
Transit dari @PT_Transjakarta ke @lrtjabodebek gini amat. Ga niat integrasinya https://t.co/aOHXrCCCMy,transit begini tidak niat integrasi,"['transit', 'begini', 'tidak', 'niat', 'integrasi']",-3,negative
Stasiun Harjamukti ramai penumpang di kereta terakhir minat naik LRT masih tinggi?  Jumat (1/9) penumpang @lrtjabodebek Cibubur Line di Stasiun Harjamukti Depok terpantau ramai di kereta terakhir. Sejumlah penumpang antre keluar dari Stasiun Harjamukti.  Terlepas dari sejumlah… https://t.co/moE53TTZJX,stasiun harjamukti ramai tumpang kereta minat light rail transit jumat tumpang cibubur line stasiun harjamukti depok pantau ramai kereta tumpang antre stasiun harjamukti lepas,"['stasiun', 'harjamukti', 'ramai', 'tumpang', 'kereta', 'minat', 'light', 'rail', 'transit', 'jumat', 'tumpang', 'cibubur', 'line', 'stasiun', 'harjamukti', 'depok', 'pantau', 'ramai', 'kereta', 'tumpang', 'antre', 'stasiun', 'harjamukti', 'lepas']",-6,negative
@lrtjabodebek halo admin minta peta rute LRT. Terimakasih🙏🏻,halo admin peta rute light rail transit terimakasihmaaf,"['halo', 'admin', 'peta', 'rute', 'light', 'rail', 'transit', 'terimakasihmaaf']",-1,negative
@PT_Transjakarta Min mo tanya kenapa admin @lrtjabodebek begitu cuek di semesta ini?,min mau admin cuek semesta,"['min', 'mau', 'admin', 'cuek', 'semesta']",0,neutral
@lrtjabodebek mimin mau nanya kalo ke MOI bisa turun dimana ya? Thanks,admin tanya kalau moi turun mana ya terima kasih,"['admin', 'tanya', 'kalau', 'moi', 'turun', 'mana', 'ya', 'terima', 'kasih']",0,neutral
@lrtjabodebek Kak kalo mau liat jadwal keretanya dimana ya? Saya sudah 40 menit disini belum ada keretanya sama sekali di stasiun jatimulya,kak kalau lihat jadwal kereta mana ya menit kereta stasiun jatimulya,"['kak', 'kalau', 'lihat', 'jadwal', 'kereta', 'mana', 'ya', 'menit', 'kereta', 'stasiun', 'jatimulya']",-6,negative
@Suldarmawan @jalur5_ @lrtjabodebek Justru ga berani. Malam-malam  kretanya hang di rel atas apa ga repot nanti manggil2 Damkar bantuin nurunin 100 orang?,tidak berani malam malam kretanya hang rel tidak repot panggil damkar bantu turun orang,"['tidak', 'berani', 'malam', 'malam', 'kretanya', 'hang', 'rel', 'tidak', 'repot', 'panggil', 'damkar', 'bantu', 'turun', 'orang']",-21,negative
@topoesko @jalur5_ @lrtjabodebek Hari senin jadi komisaris,senin komisaris,"['senin', 'komisaris']",0,neutral
@jalur5_ @lrtjabodebek Wkwkwk ga petahana ga oposisi hobinya bikin rushed project yg hasilnya butuh dibenahi sana sini,wkwk tidak tahan tidak oposisi hobi bikin rushed proyek yang hasil butuh benah,"['wkwk', 'tidak', 'tahan', 'tidak', 'oposisi', 'hobi', 'bikin', 'rushed', 'proyek', 'yang', 'hasil', 'butuh', 'benah']",-21,negative
@RyanBakkaru @lrtjabodebek Bantu jawab harus tap in kalo mau lanjut KRL nanti kena tarif sesuai turun di stasiun mana kalo gak lanjut KRL nanti tinggal tap out lagi di pintu Ke liat stasiun sudirman kepotong 1 perak 🙏,bantu tap in kalau kereta listrik kena tarif sesuai turun stasiun kalau tidak kereta listrik tinggal tap out pintu lihat stasiun sudirman potong perak maaf,"['bantu', 'tap', 'in', 'kalau', 'kereta', 'listrik', 'kena', 'tarif', 'sesuai', 'turun', 'stasiun', 'kalau', 'tidak', 'kereta', 'listrik', 'tinggal', 'tap', 'out', 'pintu', 'lihat', 'stasiun', 'sudirman', 'potong', 'perak', 'maaf']",-23,negative
@jalur5_ @lrtjabodebek Min @lrtjabodebek mending jualan mie ayam ma es jeruk aja dah drpd bala,min mending jual mie ayam sama es jeruk saja sudah daripada bala,"['min', 'mending', 'jual', 'mie', 'ayam', 'sama', 'es', 'jeruk', 'saja', 'sudah', 'daripada', 'bala']",-4,negative
@lrtjabodebek Pintu masuk JIS aja dikomen habis2an dan meminta sudut pandang para penonton saat ini PT KAI Pemerintah dan LRT harus terima dan jalankan saran dan kritik para penumpang,pintu masuk jis saja dikomen habis sudut pandang tonton pt kau perintah light rail transit terima jalan saran kritik tumpang,"['pintu', 'masuk', 'jis', 'saja', 'dikomen', 'habis', 'sudut', 'pandang', 'tonton', 'pt', 'kau', 'perintah', 'light', 'rail', 'transit', 'terima', 'jalan', 'saran', 'kritik', 'tumpang']",-10,negative
@lrtjabodebek Saya hargai usaha PT KAI dan Pemerintah. Demi kenyamanan dan kemajuan bersama mohon dengarkan kami. Gamau kan proyek besar ini yang menghabiskan anggaran negara jadi mangkrak karena sepi penumpang?,harga usaha pt kau perintah nyaman maju mohon dengar tidak mau proyek habis anggar negara mangkrak sepi tumpang,"['harga', 'usaha', 'pt', 'kau', 'perintah', 'nyaman', 'maju', 'mohon', 'dengar', 'tidak', 'mau', 'proyek', 'habis', 'anggar', 'negara', 'mangkrak', 'sepi', 'tumpang']",5,positive
@jalur5_ @lrtjabodebek Seharusnya kalo ini teknologi terbaru ya buat 1 kereta prototipe diuji coba dari 0 sampai berhasil. Nah pas udah berhasil 1 kereta prototipe tsb baru buat rangkaian yg banyak hasil dari 1 kereta tsb.,kalau teknologi baru ya kereta prototipe uji coba hasil pas sudah hasil kereta prototipe sebut rangkai yang hasil kereta sebut,"['kalau', 'teknologi', 'baru', 'ya', 'kereta', 'prototipe', 'uji', 'coba', 'hasil', 'pas', 'sudah', 'hasil', 'kereta', 'prototipe', 'sebut', 'rangkai', 'yang', 'hasil', 'kereta', 'sebut']",-7,negative
@kepalamumet @jalur5_ @lrtjabodebek Kesalahanya malah dateng dengan sendirinya kak tanpa dicari2 wkwkw,salah datang kak cari wkwk,"['salah', 'datang', 'kak', 'cari', 'wkwk']",-11,negative
